token_volume,semantic_redundancy,distractor_density,structural_coherence,freshness_spread,observed_loss
3.2592,6.6978,40.3274,8.0277,26.2730,0.0683
98.6030,20.8960,19.8118,57.3641,49.7998,0.4889
58.0438,37.6735,82.6762,13.8581,42.8393,0.4368
68.9762,86.8236,36.9572,56.7746,6.9140,0.4536
17.0319,6.9138,72.7881,28.8060,72.3745,0.4675
6.6398,86.2548,83.5530,8.8929,2.3757,0.4006
5.6289,85.3630,23.4703,54.8273,42.6244,0.4223
79.5526,48.8898,50.0661,98.9092,15.0130,0.5566
83.0704,5.1750,47.7649,88.6335,66.5214,0.5971
68.5215,26.3317,41.8575,36.6581,52.1443,0.5006
46.2228,32.6898,30.5481,25.0853,36.5047,0.3008
14.9941,87.2104,60.2119,13.3786,69.3859,0.4901
84.7666,23.7536,15.0601,0.8617,4.7250,0.3017
76.2251,98.7186,4.4880,74.8071,7.1862,0.4261
59.2133,75.6075,35.9204,1.0935,59.5189,0.4598
99.1245,25.7617,18.9491,12.3926,55.5256,0.4020
59.6445,79.2271,75.3073,89.2541,80.5773,0.7613
24.7267,55.5877,29.7412,32.9785,93.1944,0.4474
68.1896,97.4590,41.6913,53.7438,48.7115,0.6265
10.7287,23.6702,52.7636,6.7374,93.1462,0.4703
12.3844,19.7981,76.5321,9.6935,90.0278,0.4007
72.5701,6.8621,69.1847,63.1629,75.7349,0.5896
82.8198,71.8351,58.6176,32.2463,69.7274,0.7302
95.6972,58.7522,66.4345,43.7128,75.6121,0.6529
99.7667,16.0389,20.2405,53.9438,48.1375,0.5670
57.1570,4.9074,40.4276,58.2978,58.5191,0.4389
65.7334,72.0216,64.1547,79.0243,62.4761,0.7759
53.7508,60.6196,10.1193,27.3157,52.7400,0.4466
87.2987,67.9052,9.0408,59.2275,22.1738,0.5066
73.4017,82.7441,59.3456,59.1363,33.8591,0.6137
44.6250,86.4108,72.3320,51.9754,36.8232,0.5531
5.0380,14.3007,19.3025,37.3384,94.4144,0.3446
50.5153,23.4840,10.5750,33.8306,81.5731,0.4448
38.3343,77.2506,80.2705,11.0821,60.8660,0.5350
95.9096,40.2138,5.0944,92.3303,88.3666,0.6280
52.2141,55.2253,21.1741,81.9451,49.8600,0.5083
3.3878,68.3015,95.0496,82.9150,27.7198,0.6044
5.3325,94.0351,93.7063,53.2415,64.2317,0.6824
46.2600,41.9765,11.9448,9.6753,23.2732,0.2329
83.6641,14.5832,22.6699,54.8614,21.5131,0.3612
16.3207,56.3316,36.8093,62.6159,91.2205,0.5456
15.0993,91.3434,90.2490,82.9088,63.1286,0.7618
62.0147,63.9213,69.0496,1.6482,95.8093,0.6422
58.5604,78.1466,37.7282,1.2397,50.9735,0.3907
50.7190,43.6989,33.9717,24.9826,52.7545,0.3990
37.5278,96.9932,17.2927,31.9666,29.3960,0.3798
54.3309,49.9280,64.3740,95.0002,28.5221,0.5709
69.2772,2.5040,26.2388,46.3720,3.0995,0.3752
61.7669,67.8311,74.6732,51.6575,60.3945,0.5615
39.6065,4.1253,9.9952,65.4996,99.5555,0.3566
1.5803,55.7583,75.1009,82.6775,54.5205,0.4978
61.9916,69.6725,85.8966,12.2290,92.6182,0.6592
2.6017,83.6200,7.6740,19.4628,0.3894,0.2585
44.5257,33.4359,16.5993,45.1090,40.2371,0.3817
76.7661,89.3130,65.2567,12.4410,29.5391,0.6054
91.3318,8.8734,40.6856,94.2505,95.0665,0.5723
41.1203,66.7397,45.6746,75.3461,3.1581,0.5235
14.4157,61.4199,23.2552,66.6052,35.1223,0.3860
88.6646,81.9259,49.2838,77.2895,27.1138,0.6851
49.4260,19.7482,86.0886,82.3068,90.2150,0.5894
87.7477,95.9596,22.8336,93.1824,57.1213,0.7139
42.2495,56.0374,34.2602,28.8553,24.1314,0.3829
8.2428,49.6565,88.7762,63.0152,52.0976,0.5814
42.8593,46.4402,20.9277,82.2936,19.8383,0.3455
71.6623,75.9985,57.4869,86.2926,29.1050,0.6426
88.1617,72.9410,79.8750,66.4580,84.6343,0.7299
99.3099,42.0163,81.3916,74.4580,45.2870,0.7102
92.6949,39.4426,56.5466,10.5942,22.5775,0.4826
84.0696,39.6553,39.4084,24.5981,49.1610,0.5381
80.5817,89.5164,7.0114,57.4821,46.7273,0.5359
61.4282,44.7276,39.8645,47.1881,58.1999,0.5492
50.0983,47.2144,81.7835,74.5648,34.1378,0.6436
80.0577,85.3651,15.3492,58.2682,28.5312,0.4530
73.9172,23.8785,67.1404,25.5125,51.1144,0.5137
94.8646,38.1308,87.5738,98.6945,87.4851,0.8614
16.5866,81.9658,3.2149,39.3302,87.0733,0.4434
68.8752,53.2740,38.7864,81.2297,70.9558,0.5657
46.8405,89.2484,22.9948,17.0392,64.2804,0.5280
97.1994,24.7257,24.9670,13.9499,86.0564,0.4338
22.6398,50.3179,99.0872,1.2141,55.6486,0.4489
51.2289,80.7447,35.5282,41.0341,16.7938,0.4487
74.0815,78.4709,13.6663,39.3457,89.2905,0.6255
0.2707,29.8759,55.5042,33.4094,27.2045,0.2612
46.0037,18.1523,52.9625,70.6696,57.5295,0.4564
9.3109,84.4409,17.4978,76.4812,36.0565,0.4525
78.2761,20.6273,18.6662,49.7026,3.2936,0.3915
22.5297,72.4012,83.7383,8.0785,88.2078,0.6643
79.7517,86.9684,69.8429,67.4153,52.5093,0.6376
65.2787,91.9110,10.0522,31.5764,7.2455,0.4279
94.4805,44.5265,67.5344,84.1120,99.1000,0.7252
16.1782,79.9513,88.7423,4.8875,75.4091,0.5813
35.4725,64.8597,51.4048,25.9742,13.5221,0.3355
11.6947,10.3323,63.7790,35.1411,21.6633,0.2515
69.1885,68.6850,53.9168,93.4958,38.5414,0.6182
83.5863,7.5139,73.9831,98.8447,84.6598,0.6934
57.9665,62.6766,35.3290,67.9485,77.0395,0.6181
99.8228,49.2463,6.1304,59.5858,11.9024,0.4776
24.4765,32.8780,73.1030,18.3808,16.5753,0.3305
4.4964,87.3240,69.3505,3.9946,2.8292,0.2695
55.8674,28.2534,59.6726,43.4604,92.3313,0.5956
28.7809,67.9145,5.4054,95.5861,98.0757,0.5889
73.9075,46.5212,21.9993,81.2516,73.6354,0.6527
22.1954,45.1215,46.2799,82.6411,68.3845,0.4939
64.3168,64.9827,27.0470,37.1711,4.5662,0.3161
78.6941,43.2998,43.8238,24.5356,20.9427,0.4209
58.7822,23.2553,6.4209,76.7507,37.6469,0.4705
38.0236,43.1318,81.5045,32.0837,75.8036,0.5491
93.9545,66.0868,43.1681,74.7790,45.7897,0.6376
41.4427,52.5283,31.7722,10.4250,41.4852,0.3118
12.3857,41.0441,55.6934,93.0711,3.6222,0.4995
62.1458,45.7735,2.0261,24.9548,11.8485,0.2420
21.6794,27.4570,40.1306,52.9039,0.0990,0.2483
16.1869,9.3566,54.9673,32.9075,54.8398,0.3650
22.1823,2.4229,94.1367,10.8308,12.6859,0.1917
14.6547,98.1277,61.7660,61.0290,98.6698,0.7322
8.8439,97.4501,20.4013,62.3072,42.0084,0.4932
38.3952,93.1243,14.9228,99.7069,37.9125,0.6131
64.8775,96.7907,5.7601,92.2864,56.7811,0.6609
70.4397,14.9184,53.3387,67.3514,45.6247,0.4953
15.4985,24.4119,85.4393,3.4471,70.8862,0.3462
99.9390,0.7483,16.1046,67.4144,5.9991,0.3734
58.9790,68.4000,58.8146,36.5185,69.7282,0.5361
59.4294,20.7637,56.3136,88.1907,66.6833,0.6071
47.1792,32.1584,8.5886,24.4627,1.1187,0.2674
98.6626,22.2482,81.4876,16.8645,28.3601,0.5691
41.8277,32.4406,79.8351,95.7693,87.5294,0.6934
15.3578,77.6689,14.7947,91.3381,51.7879,0.5481
33.6381,15.7025,1.1809,24.7947,91.4020,0.3186
79.7262,96.9794,10.0762,59.2179,25.7150,0.5195
54.2942,32.0455,28.3466,57.3845,18.3318,0.4045
46.9133,65.0812,12.8182,93.0594,50.5725,0.5176
81.9528,65.3905,71.0001,71.6131,87.5100,0.7684
61.3605,27.8217,9.9510,60.6251,6.6353,0.2797
24.1293,6.0707,54.8888,16.0338,61.0407,0.2802
79.0865,82.1881,30.9544,54.8955,56.3011,0.6386
47.2887,65.5114,21.0087,97.9243,9.8080,0.5274
82.9221,59.4096,24.4855,74.5675,8.4481,0.4504
77.4418,58.9985,11.0750,7.9506,75.0836,0.4946
29.2936,88.9302,76.2073,69.8190,27.8606,0.5576
70.8945,94.8148,9.1560,32.6163,23.4672,0.4627
39.3250,74.2333,47.4243,57.0731,31.4155,0.5698
14.1289,26.6934,85.9680,60.2417,37.7989,0.4900
78.9906,6.4457,25.3891,23.0103,98.5365,0.5045
70.6099,61.7786,0.4985,18.4310,63.5541,0.5252
37.9719,92.4280,76.4724,44.7384,74.9515,0.6179
97.5404,46.0981,64.2526,91.8665,24.8675,0.6000
88.6558,9.7545,64.8448,78.2838,61.4606,0.5699
49.5535,61.7347,15.1664,21.5571,26.9899,0.3373
59.7779,44.1901,24.4476,88.2809,37.3922,0.3904
44.6032,40.9701,18.1943,73.1627,44.8458,0.4332
1.6257,96.4014,81.5764,72.3559,86.9092,0.6505
90.6807,33.7490,61.0959,60.8808,26.7300,0.5855
22.1952,11.3907,65.9314,78.0919,76.0953,0.5250
31.6275,20.5260,45.3614,54.6813,91.9087,0.4582
87.4823,91.6058,85.0262,96.4581,46.5500,0.8437
4.7473,8.3562,39.0276,25.7687,16.9941,0.2260
95.3204,19.5420,95.9379,76.0839,64.0946,0.6635
67.6019,33.1474,64.6427,18.6692,93.7705,0.5310
30.1793,25.5187,71.1163,65.6449,45.1299,0.3639
63.2446,15.9493,67.3328,27.0611,27.2836,0.3472
16.2180,33.2377,33.1251,45.4179,19.0420,0.2570
19.3008,54.1739,12.8877,68.8897,94.3947,0.5030
42.6796,90.1105,9.8317,4.2958,72.1369,0.3908
76.1022,84.3058,5.6818,77.6907,37.6539,0.5372
30.3338,17.3024,99.6016,6.3664,82.7008,0.4113
63.9494,73.5080,71.1717,85.8434,18.3792,0.6343
0.0825,59.8528,35.3859,12.3787,18.6139,0.2739
33.1749,7.0233,5.6913,91.6026,31.2103,0.3575
98.2231,96.4367,14.2571,71.4924,60.0805,0.6816
69.0647,9.6191,18.8560,7.6639,60.4134,0.2542
98.6591,67.1985,71.0762,98.4585,67.8012,0.7754
4.0182,86.7006,36.4678,0.4364,50.7234,0.3363
93.7015,25.7331,49.1513,17.3777,5.7693,0.3633
8.0545,72.7011,86.4074,14.3299,28.8319,0.4244
19.5029,2.6856,55.3431,69.9922,64.7877,0.4959
38.8054,55.5010,9.4099,15.4304,93.1795,0.4653
76.1508,92.2739,91.6680,64.9393,92.8239,0.7863
41.6704,0.3616,6.2571,10.9487,9.5353,0.1715
35.1702,70.1271,79.0649,59.0213,14.6436,0.5481
74.7902,35.4802,1.2993,28.0589,33.0601,0.3051
27.4246,81.1870,75.9926,69.5552,13.9005,0.5786
80.7834,67.7176,19.4838,64.8094,48.3512,0.5543
43.9350,11.2123,51.8304,9.9932,16.4253,0.1963
13.2546,95.4108,28.4865,35.5204,32.2081,0.4325
89.8250,56.2966,91.9160,29.9925,11.4835,0.5699
55.6218,34.5537,80.1907,87.9423,47.2574,0.5997
97.1359,55.3013,27.0920,48.8976,3.7310,0.4624
80.4001,10.1435,30.8748,56.5317,4.2975,0.3285
7.9317,69.6116,7.1777,47.7083,33.8696,0.3631
22.8079,18.8779,76.3411,95.1542,14.0180,0.4522
95.9681,59.4763,64.1660,70.9926,70.4119,0.7304
81.9811,48.3469,53.3359,32.3827,10.5258,0.4710
66.4640,3.3610,27.5635,9.4230,19.0727,0.1940
63.8731,62.8477,42.1055,9.0172,43.3374,0.3976
35.2745,72.0459,57.9027,49.1566,48.6982,0.4157
96.6297,75.6294,49.6980,47.9223,2.6479,0.5733
94.2509,31.9174,25.5939,99.9409,71.8690,0.5865
4.7364,6.1885,2.5502,59.9619,7.1565,0.1678
93.3388,93.6907,54.6054,61.6639,29.1894,0.6835
6.3973,73.7460,10.1786,8.5558,31.1223,0.2901
1.2466,43.4036,70.7681,80.1349,60.4307,0.4518
84.6874,40.6502,84.8772,50.6473,22.3036,0.5631
94.4146,27.4971,2.6201,24.2674,36.6688,0.4544
35.1350,52.4668,88.3127,29.2338,52.0771,0.6002
34.0139,82.1773,15.7602,10.3510,50.2995,0.4346
67.1888,79.5525,58.9625,77.3850,39.2710,0.6616
3.2868,11.6099,3.8723,32.8944,49.5491,0.1522
35.6317,56.0599,48.0609,67.7943,66.6962,0.5844
31.8064,34.6214,58.5148,59.6432,31.4700,0.4242
33.0318,69.4045,64.7411,13.5051,44.1042,0.4776
89.2706,3.6306,85.5164,16.3178,50.7249,0.4593
42.4336,1.0129,91.5397,45.4925,95.4268,0.5432
28.6744,86.6276,92.2390,55.6832,20.2678,0.5752
68.5247,54.8978,94.4530,43.9272,26.8514,0.5896
13.8287,69.8634,97.4110,2.8344,74.0445,0.5406
92.6930,7.4782,11.0170,69.1957,64.7963,0.4614
6.8827,83.4423,52.3424,90.7197,87.7991,0.5752
81.2508,51.5899,25.1711,50.5976,10.0811,0.5186
65.8846,13.3977,51.1173,5.4382,29.9512,0.4560
23.2080,62.0032,78.6787,5.7303,85.0284,0.5317
86.0768,34.2269,65.9004,40.2613,15.4191,0.4176
52.8662,8.6360,87.8472,92.4290,82.1613,0.6092
56.2528,55.7599,98.4607,24.7902,7.5948,0.5112
56.1941,32.8786,32.2339,0.7085,59.6239,0.4303
26.4034,18.7859,4.0432,36.4362,87.8969,0.2865
33.6671,67.9074,75.6547,32.8101,82.1641,0.5782
69.1880,55.9242,0.0992,3.5091,99.0866,0.4654
78.2284,93.7565,90.2303,2.0443,79.1847,0.7301
45.1146,78.9558,0.6716,28.8199,75.1324,0.4402
79.3021,61.9715,30.1256,31.0363,96.6764,0.5200
43.9212,44.7126,55.2333,40.9502,55.2672,0.5112
43.2335,82.6715,90.9051,93.2110,56.4296,0.7891
44.2149,70.5240,83.8324,56.2982,69.9981,0.6456
74.9729,67.6394,74.6134,20.8645,49.8375,0.5961
58.8269,0.2478,85.5963,61.0025,12.9136,0.4134
81.6357,71.7057,75.8300,39.2042,85.4203,0.6653
41.4028,57.0509,0.0642,64.4873,71.8176,0.5210
56.7109,49.6559,80.9936,68.1373,27.8074,0.5860
95.9073,70.7267,98.7939,97.1261,91.8910,0.9334
75.5372,60.9429,17.2171,54.3351,76.5377,0.6442
52.0857,86.8239,10.9656,38.0940,50.5964,0.4244
43.2325,10.8587,15.3528,83.7617,48.4384,0.3757
4.8722,1.6491,47.3475,16.4379,70.5126,0.2895
79.5323,22.8297,59.2177,15.4445,30.3583,0.3865
88.8795,54.4098,88.5889,22.5248,33.0024,0.6140
47.0952,48.0080,99.7648,11.4445,85.1965,0.5736
86.3682,55.3199,34.4037,51.9226,29.2468,0.4649
79.9107,49.8279,92.5842,62.2691,51.4319,0.6753
71.1069,50.3933,90.4506,18.4446,97.3349,0.6640
81.2191,86.0733,48.2908,83.7202,30.6774,0.7067
76.1948,14.0450,30.7052,44.5733,32.2320,0.4152
38.7017,82.0105,25.6676,74.5281,7.3712,0.4796
76.5739,79.2023,40.1699,72.2478,91.5138,0.7354
80.0713,39.0447,48.4214,77.9358,29.2595,0.5401
80.3883,32.8071,80.5991,8.6800,4.4397,0.3780
99.7675,86.9457,88.2848,95.1280,43.8316,0.8424
28.6836,13.0025,50.1209,22.0048,93.5551,0.3981
0.4003,14.3197,24.6476,19.8957,22.5778,0.2482
65.6048,32.7512,61.5024,89.0258,60.2557,0.6854
69.4533,36.5503,15.9738,32.0584,96.4283,0.5326
62.1811,27.7511,45.0915,83.5513,66.8444,0.5898
56.0653,88.5163,67.2440,64.2730,18.9768,0.5858
10.6389,96.5142,59.8858,41.5683,58.9021,0.4720
6.1812,82.2127,21.6646,80.4546,53.4378,0.4771
27.6572,3.0210,81.5833,17.6460,5.1805,0.2752
75.5878,35.0043,38.9334,24.7068,85.9178,0.5318
29.7330,21.0193,30.9250,20.3150,31.7655,0.2910
8.2936,15.8530,41.7053,87.9467,5.7291,0.3651
21.2675,90.8346,89.0015,67.9451,24.0474,0.5516
41.9811,21.1221,12.8589,37.9998,57.5822,0.3089
35.9933,61.0825,29.6255,34.5851,79.0674,0.5533
87.8315,32.2034,57.1516,27.8162,5.3335,0.4592
73.7857,17.1003,42.5713,48.7045,18.4472,0.3817
9.4555,34.8013,95.2286,61.5136,38.1410,0.4729
3.8911,60.0273,9.2258,54.2544,75.1951,0.4001
42.3585,29.9411,4.7384,2.4778,43.0027,0.2466
88.3345,24.4063,57.4056,68.4306,6.0830,0.5130
15.3100,33.1277,67.0093,43.9035,73.4195,0.5923
86.7598,75.8372,99.2247,75.4361,85.2179,0.8544
83.2366,73.0266,80.1802,93.4683,47.5207,0.7880
63.8287,51.4940,85.1037,43.1360,81.9727,0.5667
79.9355,96.1886,24.8921,70.9620,75.6919,0.6711
93.6278,90.6902,57.3526,57.9153,16.7291,0.6941
97.4963,25.5017,72.4736,79.5795,44.1216,0.6585
21.1194,18.8960,85.6496,51.0756,9.0137,0.1521
71.7019,25.0171,87.6395,30.9572,20.0271,0.5044
8.4858,51.1531,45.0738,75.1312,46.4603,0.5485
34.3816,26.1655,27.8147,92.7848,16.5079,0.2955
98.8176,32.6919,8.8390,24.8690,5.8414,0.4181
79.0030,51.2553,33.6987,66.2050,63.0647,0.4479
93.9872,96.1261,68.0684,81.7816,79.2425,0.8853
49.1304,70.4458,7.8259,75.8021,96.1833,0.5983
8.4975,83.6116,93.2980,22.6189,52.4811,0.4035
92.7858,96.0226,12.7882,34.9004,69.8145,0.6349
22.1558,32.4771,2.3291,15.3522,56.2329,0.3146
65.3090,64.8912,77.8360,41.5281,27.3491,0.5720
1.5581,20.6630,31.2388,17.8207,2.0144,0.1758
15.7448,66.6100,62.9585,93.5684,79.8168,0.6168
56.7756,13.7556,56.4072,6.1595,43.0885,0.2593
39.0259,42.7814,27.9826,68.5830,84.0944,0.5595
76.8517,62.7752,53.8345,3.1084,72.2934,0.6252
54.4983,27.0741,32.7842,93.5607,62.4362,0.5972
47.5912,62.0922,41.3742,47.0182,29.0309,0.3548
43.9853,68.5592,3.9942,79.5027,28.2980,0.3729
68.2560,64.2725,65.2628,60.8129,95.9102,0.6667
50.8344,73.2319,70.5449,23.6268,28.3306,0.4135
42.4017,27.7698,36.6743,39.0961,60.3865,0.4149
21.9890,80.4292,43.7536,70.6244,8.1442,0.4696
46.9965,2.8220,67.5910,34.3710,94.9253,0.4219
32.4124,56.3806,25.7388,62.0113,46.7042,0.4854
37.0628,20.3689,11.1521,11.9879,99.9040,0.3910
41.2311,0.1930,95.2929,1.9980,41.8586,0.3337
71.7478,91.4599,71.2886,46.3626,97.4442,0.7480
3.9319,98.6892,84.9392,92.8930,25.4772,0.5144
14.2458,66.3315,51.5859,52.3168,92.4619,0.5373
62.0081,31.1064,40.0067,13.3496,19.2314,0.3318
14.3350,81.0291,70.4873,53.0345,37.4368,0.5211
66.8494,81.2905,88.1233,54.7016,81.9885,0.7649
51.1306,47.4530,86.5432,38.6374,39.5913,0.5389
30.4911,51.8702,54.4850,66.0461,43.0502,0.4787
21.7837,86.6842,34.6001,92.2943,20.7353,0.5265
56.0057,53.6615,82.8648,13.8851,90.9937,0.6449
53.1428,58.6109,51.0166,3.6025,49.7091,0.4274
26.3550,34.2688,64.9102,49.7697,9.3218,0.3851
7.3041,18.5658,19.0885,60.8301,17.7814,0.2378
88.1719,20.9761,9.1131,87.5746,29.5328,0.4384
42.5423,95.9026,94.4369,71.4917,6.8939,0.6487
59.3340,98.9078,94.6916,10.6002,39.5967,0.5785
31.5537,12.9728,69.4798,27.3848,34.4866,0.3711
9.0359,49.7968,15.8168,43.2090,14.3342,0.2658
95.3850,14.4983,52.1887,19.6980,7.6362,0.3636
20.2309,5.4774,13.9397,49.3484,65.1816,0.2919
8.7340,44.1019,58.1247,23.4226,37.2078,0.3178
7.1835,22.0131,46.6753,99.0442,99.6265,0.4668
97.9622,42.3086,8.0680,32.3573,23.7714,0.4281
1.4127,9.5234,45.3192,33.9662,18.0354,0.2281
71.6100,35.7116,85.1868,24.0977,53.8393,0.5834
18.4139,49.5301,15.2467,16.1579,61.2223,0.2946
26.3786,17.2367,92.9768,4.3003,56.5148,0.4896
54.8264,25.0609,45.2772,8.7738,72.1270,0.3931
22.1697,19.3385,31.4878,90.2370,79.6467,0.4420
94.6892,65.1962,66.2922,48.0031,90.5186,0.6797
51.0877,35.5060,64.0375,54.6139,12.4020,0.3486
39.2725,31.3325,84.6834,37.8843,82.1555,0.6273
44.2390,75.3501,13.5282,92.4650,48.0560,0.6158
25.9798,24.1490,26.5077,36.6724,71.7520,0.4002
94.9603,66.9037,54.7166,44.8598,82.8194,0.6437
84.9657,29.3038,95.3420,39.5115,80.0078,0.7488
96.6820,70.3658,16.1551,58.6137,11.8777,0.4898
78.9142,28.1315,69.5215,91.0090,18.1010,0.5579
39.2858,64.7119,41.9659,17.4819,2.9072,0.4046
40.6598,64.9209,57.3984,15.6241,45.0693,0.4803
36.9471,27.4202,72.9271,30.9652,54.0142,0.5546
92.3224,53.9276,61.7023,7.3246,17.8134,0.4786
10.0951,76.4813,83.5921,18.6455,21.9272,0.4016
32.3207,59.1078,62.1796,68.6754,90.5193,0.5950
29.5040,65.8759,55.9723,30.5837,90.7415,0.4530
9.5483,71.2001,72.7874,91.5327,51.8581,0.5799
32.1622,82.7741,77.0810,50.0316,76.7857,0.6949
26.7876,58.9506,86.5183,31.7985,48.3550,0.5348
95.1045,79.8212,88.7039,38.5247,99.6505,0.8046
15.2566,51.8771,47.9273,79.8432,90.8618,0.5218
73.1139,62.6816,42.7429,51.0326,50.9300,0.5723
2.0368,50.3046,85.5971,70.9274,79.5709,0.6275
39.0485,52.8973,3.3484,38.2998,47.4416,0.3836
25.5209,3.1241,69.0408,43.5088,41.5678,0.3739
24.9987,53.7830,43.8027,47.3984,58.0871,0.4163
0.6325,90.7696,7.1087,45.0925,20.7373,0.3720
52.3782,28.0230,86.0006,39.6360,63.8756,0.3832
24.8880,1.9406,40.4155,53.6486,45.9547,0.3528
96.2014,70.6839,99.5670,29.5060,78.9053,0.8782
55.5558,61.1760,98.5853,65.3987,89.8817,0.6658
72.5750,12.7386,69.9424,48.4316,91.8798,0.5791
80.6834,10.4135,13.3916,6.9611,49.3245,0.3212
8.0772,72.3678,55.2359,83.5885,27.9796,0.4714
51.9141,11.7480,88.4610,17.5005,10.2362,0.4115
20.5051,80.6231,10.5815,61.4427,74.6181,0.5192
75.1081,19.0061,6.1624,44.8806,20.2485,0.3384
69.9271,35.6693,44.9354,11.3485,56.7550,0.4771
18.5524,67.8986,7.1169,97.5895,68.4527,0.5201
18.1730,1.4095,33.4463,15.2813,21.8411,0.3393
87.2750,60.3205,17.6458,55.6659,25.5781,0.5005
97.6201,3.2757,73.2318,77.2997,6.7163,0.5261
17.1869,38.4307,86.8155,53.7000,65.5307,0.4378
78.3013,82.8123,47.6285,50.8793,71.8006,0.6357
26.3342,85.4490,2.0787,19.5772,80.0200,0.4843
34.0258,14.9833,18.6755,53.0756,84.6182,0.3440
7.0651,3.0481,46.5168,95.6187,27.9010,0.2524
95.9171,88.7681,28.3135,81.6948,68.5867,0.7282
51.1822,42.2916,81.5503,79.3079,75.6936,0.7286
99.8256,47.8512,80.6923,86.2478,21.1603,0.6737
4.2066,40.4748,85.6737,28.9103,70.0010,0.4417
0.7348,35.5364,61.5517,12.9757,89.6607,0.3080
15.6274,90.9794,21.6389,99.4279,60.4749,0.5989
8.4345,6.5277,7.4922,58.9893,80.9579,0.3579
40.2963,44.4836,58.9288,53.3041,68.8062,0.4426
47.1786,71.3861,99.7311,35.0298,1.2215,0.5658
12.5625,55.3514,34.4258,93.9983,62.7446,0.5564
52.0355,79.8040,25.8590,81.9739,0.3061,0.5366
61.9677,93.4757,78.7860,85.3634,39.6955,0.7478
82.4239,55.0832,61.8540,5.8915,20.1552,0.4835
55.0964,5.8801,74.1447,84.0057,92.0362,0.6484
10.1768,93.9720,6.7620,47.4056,84.0251,0.5281
7.0311,1.8231,2.4948,51.1270,81.1597,0.1963
12.7427,12.4610,56.8547,23.4296,73.0214,0.2820
94.9635,76.6033,87.7175,51.9586,83.2319,0.7521
18.2903,6.8348,65.5953,5.1953,89.2481,0.3638
69.1554,95.2201,31.3887,48.6158,74.1690,0.6565
24.2779,54.1849,65.9467,97.8809,74.4703,0.6498
11.8131,47.5333,58.8771,14.6623,43.1966,0.4080
28.4006,11.8828,51.2042,16.5633,59.0537,0.3916
16.9697,72.3595,19.5242,89.6285,2.6209,0.3586
52.1997,32.0105,22.5077,47.1603,84.2020,0.4881
91.5277,30.3249,15.4244,72.0140,58.1999,0.4926
20.1016,76.0296,51.8930,65.3395,35.9339,0.4892
43.9098,18.0342,75.6516,15.7011,77.8303,0.4783
79.8008,74.6601,1.9423,27.3133,46.8338,0.2907
59.5544,91.9222,37.5606,87.5023,16.3429,0.7063
37.1280,5.2282,74.2489,15.0653,25.7020,0.3431
77.5233,53.4717,1.3973,0.2235,51.0661,0.3376
30.4956,18.0311,61.3594,22.8436,59.2207,0.4803
37.9266,18.6746,13.8105,23.6861,2.9832,0.1768
30.8127,90.1955,83.1362,37.2004,57.5834,0.6045
56.7361,82.8738,23.6290,29.6387,30.1785,0.4218
4.0870,31.4688,87.7914,91.1988,10.9635,0.5336
45.8059,38.1349,48.9359,55.4720,2.0259,0.3755
84.2242,97.3664,65.3405,66.0452,52.7980,0.7390
33.4273,14.8978,58.4063,4.4941,82.4503,0.4475
42.0912,41.4754,32.7171,96.9354,17.4917,0.4907
15.1308,16.5532,65.8527,99.1895,23.5475,0.4378
90.5617,27.8617,64.7900,4.0499,49.5654,0.5292
65.4570,53.6320,23.7835,82.8497,97.0137,0.7724
45.9196,63.5919,79.0413,24.1489,86.4450,0.6142
28.0201,77.5831,11.2099,28.8387,53.3620,0.4039
52.4922,85.0431,99.6127,10.7211,27.1388,0.5585
35.7598,47.8918,49.3910,85.6195,77.0559,0.6570
1.8852,45.5022,61.8074,46.0396,13.0645,0.3066
39.7474,41.1656,18.7716,75.6307,32.1401,0.4010
58.8987,51.5730,87.7427,12.2015,11.4263,0.3668
30.0320,43.1215,29.8542,76.3187,24.5266,0.3485
8.4775,41.3800,77.3379,85.0562,73.3345,0.5453
55.7887,72.4192,68.1390,23.4367,55.0759,0.5469
77.0609,31.7121,65.3973,48.1480,50.3159,0.6337
9.0055,66.6217,86.5687,14.1431,36.6106,0.4527
4.8667,2.9632,98.9658,49.3472,35.5519,0.3378
27.4877,98.0013,25.2251,72.5708,28.3758,0.4669
7.0490,68.3277,0.1631,67.5749,25.0377,0.4050
74.6104,76.9750,72.4107,2.4483,70.3737,0.6500
99.0146,24.2625,27.4239,81.3527,16.0397,0.4976
66.0584,75.5026,3.7161,55.3762,57.5877,0.4944
30.3443,87.6345,16.2750,36.4195,84.8669,0.5673
19.0643,82.1374,7.9069,48.9229,7.5331,0.2815
67.7904,79.0601,84.9859,98.1262,67.2016,0.8139
76.9062,50.5758,91.2737,64.3758,88.3551,0.8566
23.5452,49.6738,72.9819,20.2722,21.1340,0.3855
97.8043,43.4610,18.1815,33.1464,39.7376,0.4259
62.3085,92.3015,98.6590,65.1699,69.9922,0.7974
32.1829,85.7159,21.7798,10.6381,97.3256,0.4718
86.4139,30.3645,67.5171,46.7018,32.3128,0.4569
28.6774,13.6027,54.9318,44.6597,51.2186,0.4212
21.5357,93.8611,63.8591,89.9601,10.9271,0.6162
62.2851,84.9462,33.0921,19.5143,26.5021,0.4371
27.2934,44.7199,32.5964,27.1274,64.8512,0.3743
5.3032,34.0364,68.9752,17.5850,22.0928,0.2479
20.0667,0.0926,47.3768,3.8959,27.2940,0.1900
